0.228	0.281	0.171	0.091	0.222	0.294	3
0.108	0.124	0.306	0.166	0.11	0.237	3
0.253	0.202	0.3	0.186	0.133	0.28	3
0.303	0.134	0.256	0.142	0.131	0.192	3
0.274	0.131	0.232	0.157	0.169	0.296	3
0.225	0.335	0.178	0.268	0.121	0.252	3
0.18	0.123	0.137	0.122	0.228	0.245	3
0.195	0.125	0.232	0.174	0.219	0.338	3
0.219	0.139	0.181	0.171	0.224	0.264	3
0.234	0.327	0.129	0.229	0.125	0.2	3
0.279	0.244	0.179	0.134	0.151	0.152	3
0.114	0.435	0.208	0.133	0.169	0.385	3
0.225	0.434	0.207	0.138	0.226	0.156	3
0.169	0.304	0.207	0.231	0.114	0.135	3
0.175	0.402	0.134	0.245	0.169	0.377	3
0.17	0.327	0.156	0.14	0.168	0.307	3
0.166	0.406	0.254	0.284	0.177	0.321	3
0.217	0.471	0.184	0.125	0.108	0.426	3
0.256	0.52	0.254	0.211	0.133	0.434	3
0.252	0.465	0.278	0.227	0.228	0.33	3
0.299	0.003	0.284	0.375	0.171	0.186	3
0.247	0.16	0.255	0.447	0.401	0.263	3
0.344	0.165	0.178	0.305	0.347	0.139	3
0.272	0.112	0.221	0.185	0.373	0.274	3
0.159	0.032	0.258	0.244	0.335	0.191	3
0.24	0.138	0.18	0.223	0.333	0.153	3
0.187	0.238	0.232	0.198	0.297	0.221	3
0.278	0.17	0.282	0.241	0.44	0.287	3
0.227	0.366	0.175	0.125	0.023	0.163	3
0.28	0.054	0.283	0.298	0.098	0.285	3
0.285	0.261	0.205	0.28	0.105	0.2	3
0.134	0.219	0.135	0.24	0.11	0.232	3
0.23	0.18	0.227	0.2	0.117	0.158	3
0.195	0.225	0.131	0.243	0.184	0.124	3
0.448	0.391	0.604	0.465	0.143	0.607	2
0.323	0.215	0.378	0.118	0.381	0.422	2
0.104	0.256	0.456	0.263	0.428	0.238	2
0.102	0.213	0.378	0.17	0.167	0.429	2
0.196	0.043	0.277	0.173	0.179	0.233	2
0.176	0.113	0.234	0.168	0.213	0.202	2
0.229	0.133	0.306	0.223	0.11	0.309	2
0.199	0.134	0.329	0.134	0.236	0.227	2
0.278	0.132	0.281	0.191	0.153	0.226	2
0.241	0.186	0.228	0.227	0.2	0.231	2
0.207	0.121	0.307	0.136	0.16	0.14	2
0.163	0.088	0.252	0.176	0.225	0.17	2
0.253	0.237	0.255	0.125	0.163	0.218	2
0.222	0.16	0.326	0.139	0.123	0.163	2
0.277	0.192	0.305	0.172	0.284	0.292	2
0.29	0.396	0.278	0.162	0.19	0.341	2
0.211	0.423	0.226	0.12	0.198	0.391	2
0.186	0.386	0.18	0.196	0.221	0.398	2
0.418	0.069	0.581	0.423	0.261	0.325	2
0.238	0.174	0.128	0.317	0.471	0.283	2
0.198	0.231	0.403	0.264	0.332	0.197	2
0.329	0.225	0.177	0.247	0.33	0.122	2
0.18	0.195	0.228	0.217	0.334	0.162	2
0.242	0.185	0.26	0.195	0.331	0.188	2
0.287	0.202	0.181	0.291	0.325	0.267	2
0.216	0.233	0.232	0.196	0.337	0.238	2
0.318	0.06	0.352	0.425	0.112	0.178	2
0.308	0.054	0.276	0.32	0.133	0.166	2
0.211	0.01	0.252	0.071	0.195	0.199	2
0.129	0.05	0.126	0.107	0.134	0.189	2
0.285	0.246	0.227	0.205	0.134	0.176	2
0.139	0.122	0.284	0.221	0.105	0.172	2
0.218	0.198	0.184	0.299	0.149	0.124	2
0.177	0.212	0.181	0.309	0.217	0.116	2
0.209	0.198	0.279	0.291	0.154	0.138	2
0.137	0.254	0.209	0.339	0.166	0.142	2
0.193	0.247	0.23	0.203	0.169	0.287	2
0.302	0.28	0.184	0.329	0.226	0.143	2
0.35	0.008	0.108	0.217	0.377	0.402	1
0.323	0.116	0.528	0.354	0.149	0.298	1
0.102	0.169	0.08	0.103	0.027	0.087	1
0.198	0.137	0.309	0.332	0.125	0.034	1
0.11	0.107	0.126	0.111	0.185	0.291	1
0.173	0.242	0.36	0.175	0.268	0.191	1
0.417	0.161	0.526	0.262	0.169	0.377	1
0.123	0.184	0.231	0.354	0.468	0.245	1
0.109	0.137	0.279	0.274	0.321	0.192	1
0.111	0.179	0.257	0.285	0.375	0.219	1
0.166	0.134	0.128	0.148	0.348	0.228	1
0.303	0.28	0.252	0.138	0.434	0.301	1
0.128	0.122	0.228	0.184	0.327	0.126	1
0.157	0.143	0.191	0.262	0.313	0.22	1
0.134	0.025	0.209	0.112	0.129	0.212	1
0.314	0.264	0.3	0.297	0.031	0.169	1
0.288	0.019	0.257	0.105	0.074	0.124	1
0.107	0.223	0.186	0.17	0.212	0.202	1
0.295	0.166	0.226	0.12	0.108	0.299	1
0.3	0.269	0.177	0.224	0.107	0.195	1
0.171	0.219	0.125	0.16	0.15	0.22	1
0.057	0.465	0.275	0.362	0.136	0.344	4
0.504	0.092	0.294	0.346	0.13	0.303	4
0.102	0.003	0.219	0.154	0.041	0.161	4
0.316	0.209	0.301	0.128	0.201	0.316	4
0.251	0.294	0.127	0.22	0.204	0.352	4
0.383	0.116	0.452	0.279	0.185	0.413	4
0.243	0.198	0.287	0.178	0.242	0.475	4
0.323	0.144	0.365	0.276	0.374	0.398	4
0.2	0.327	0.266	0.309	0.12	0.226	4
0.346	0.171	0.235	0.136	0.134	0.395	4
0.251	0.174	0.191	0.204	0.183	0.345	4
0.266	0.357	0.329	0.142	0.311	0.44	4
0.295	0.185	0.343	0.198	0.144	0.393	4
0.2	0.256	0.391	0.232	0.193	0.328	4
0.267	0.16	0.245	0.182	0.144	0.307	4
0.1	0.099	0.31	0.297	0.166	0.412	4
0.184	0.186	0.201	0.204	0.173	0.25	4
0.294	0.773	0.319	0.376	0.46	0.141	4
0.174	0.688	0.19	0.552	0.424	0.454	4
0.188	0.519	0.143	0.25	0.141	0.38	4
0.193	0.364	0.128	0.163	0.217	0.434	4
0.291	0.332	0.275	0.219	0.231	0.177	4
0.264	0.107	0.263	0.197	0.208	0.342	4
0.168	0.273	0.133	0.135	0.228	0.324	4
0.169	0.412	0.188	0.223	0.143	0.302	4
0.267	0.468	0.218	0.154	0.264	0.374	4
0.295	0.481	0.342	0.228	0.174	0.411	4
0.346	0.444	0.234	0.233	0.14	0.409	4
0.235	0.438	0.185	0.256	0.2	0.325	4
0.269	0.434	0.392	0.174	0.225	0.426	4
0.259	0.543	0.288	0.244	0.185	0.439	4
0.228	0.44	0.292	0.238	0.179	0.332	4
0.287	0.402	0.381	0.264	0.247	0.48	4
0.339	0.529	0.335	0.273	0.195	0.386	4
0.324	0.164	0.367	0.261	0.189	0.139	4
0.054	0.049	0.185	0.345	0.124	0.164	4
0.159	0.028	0.239	0.356	0.466	0.177	4
0.273	0.013	0.17	0.171	0.1	0.22	4
0.181	0.091	0.255	0.316	0.526	0.328	4
0.238	0.114	0.223	0.433	0.349	0.16	4
0.164	0.051	0.186	0.291	0.341	0.427	4
0.21	0.151	0.238	0.285	0.427	0.358	4
0.432	0.104	0.178	0.274	0.367	0.286	4
0.363	0.156	0.155	0.131	0.486	0.308	4
0.247	0.136	0.138	0.258	0.261	0.185	4
0.33	0.15	0.365	0.282	0.37	0.21	4
0.211	0.215	0.201	0.217	0.319	0.292	4
0.427	0.19	0.316	0.191	0.294	0.338	4
0.296	0.122	0.231	0.244	0.318	0.211	4
0.247	0.211	0.263	0.236	0.328	0.254	4
0.257	0.385	0.378	0.209	0.246	0.381	4
0.285	0.145	0.215	0.306	0.385	0.276	4
0.216	0.144	0.208	0.23	0.278	0.359	4
0.271	0.131	0.255	0.195	0.316	0.16	4
0.328	0.251	0.216	0.272	0.435	0.224	4
0.219	0.143	0.08	0.173	0.302	0.329	4
0.332	0.195	0.184	0.247	0.339	0.442	4
0.294	0.294	0.311	0.337	0.34	0.397	4
0.246	0.183	0.295	0.21	0.31	0.323	4
0.282	0.2	0.232	0.203	0.335	0.241	4
0.272	0.163	0.345	0.187	0.294	0.44	4
0.173	0.14	0.134	0.25	0.323	0.387	4
0.242	0.159	0.277	0.183	0.325	0.312	4
0.313	0.144	0.275	0.158	0.254	0.38	4
0.296	0.155	0.238	0.208	0.34	0.233	4
0.274	0.183	0.207	0.17	0.298	0.367	4
0.281	0.211	0.291	0.23	0.369	0.256	4
0.237	0.195	0.277	0.192	0.32	0.344	4
0.303	0.19	0.337	0.3	0.443	0.4	4
0.193	0.255	0.333	0.174	0.4	0.308	4
0.227	0.195	0.344	0.287	0.18	0.374	4
0.347	0.311	0.476	0.211	0.084	0.372	4
0.373	0.34	0.279	0.122	0.129	0.392	4
0.197	0.36	0.292	0.194	0.212	0.401	4
0.276	0.29	0.386	0.225	0.15	0.4	4
0.304	0.319	0.179	0.149	0.155	0.293	4
0.235	0.345	0.392	0.235	0.182	0.346	4
0.325	0.1	0.392	0.132	0.083	0.324	3
0.166	0.214	0.303	0.153	0.103	0.166	3
0.226	0.285	0.176	0.092	0.22	0.302	3
0.115	0.128	0.326	0.171	0.113	0.251	3
0.253	0.199	0.305	0.195	0.142	0.296	3
0.306	0.141	0.256	0.143	0.124	0.2	3
0.277	0.136	0.232	0.156	0.187	0.306	3
0.223	0.334	0.182	0.278	0.127	0.27	3
0.176	0.12	0.144	0.118	0.222	0.246	3
0.205	0.139	0.24	0.165	0.224	0.34	3
0.238	0.152	0.179	0.175	0.237	0.282	3
0.173	0.23	0.233	0.214	0.154	0.16	3
0.243	0.345	0.128	0.241	0.136	0.202	3
0.292	0.244	0.189	0.137	0.152	0.155	3
0.122	0.446	0.21	0.132	0.18	0.393	3
0.224	0.441	0.223	0.146	0.226	0.157	3
0.177	0.302	0.21	0.238	0.107	0.143	3
0.176	0.405	0.13	0.256	0.172	0.384	3
0.183	0.332	0.155	0.136	0.183	0.313	3
0.229	0.418	0.208	0.223	0.195	0.4	3
0.158	0.404	0.269	0.28	0.191	0.318	3
0.221	0.477	0.179	0.135	0.117	0.427	3
0.252	0.473	0.288	0.241	0.227	0.334	3
0.308	0.02	0.284	0.376	0.179	0.188	3
0.247	0.172	0.255	0.459	0.405	0.265	3
0.355	0.18	0.182	0.3	0.355	0.142	3
0.282	0.122	0.22	0.201	0.381	0.274	3
0.155	0.028	0.255	0.242	0.329	0.195	3
0.226	0.122	0.237	0.247	0.383	0.219	3
0.247	0.14	0.193	0.227	0.333	0.173	3
0.19	0.246	0.244	0.205	0.31	0.219	3
0.282	0.18	0.277	0.242	0.437	0.289	3
0.228	0.378	0.187	0.134	0.039	0.171	3
0.288	0.065	0.28	0.302	0.105	0.295	3
0.296	0.271	0.207	0.279	0.113	0.194	3
0.389	0.204	0.318	0.22	0.19	0.236	3
0.14	0.231	0.144	0.25	0.114	0.233	3
0.231	0.192	0.24	0.201	0.127	0.155	3
0.198	0.228	0.131	0.255	0.197	0.137	3
0.235	0.243	0.232	0.306	0.19	0.338	3
0.456	0.4	0.61	0.473	0.153	0.607	2
0.322	0.22	0.376	0.124	0.373	0.435	2
0.108	0.264	0.459	0.264	0.435	0.253	2
0.11	0.212	0.377	0.174	0.172	0.428	2
0.205	0.047	0.286	0.18	0.171	0.237	2
0.179	0.118	0.242	0.176	0.207	0.21	2
0.245	0.146	0.313	0.225	0.121	0.313	2
0.206	0.143	0.335	0.136	0.24	0.223	2
0.287	0.142	0.282	0.188	0.166	0.232	2
0.254	0.185	0.226	0.232	0.213	0.238	2
0.215	0.132	0.31	0.15	0.161	0.137	2
0.155	0.093	0.253	0.173	0.219	0.175	2
0.254	0.245	0.267	0.135	0.172	0.236	2
0.227	0.162	0.337	0.144	0.121	0.172	2
0.28	0.202	0.3	0.169	0.299	0.297	2
0.305	0.404	0.277	0.157	0.185	0.343	2
0.214	0.429	0.242	0.116	0.208	0.396	2
0.188	0.393	0.191	0.21	0.234	0.403	2
0.42	0.075	0.59	0.436	0.259	0.324	2
0.177	0.071	0.163	0.279	0.41	0.273	2
0.254	0.184	0.139	0.335	0.475	0.281	2
0.169	0.125	0.29	0.196	0.322	0.241	2
0.193	0.23	0.415	0.271	0.346	0.196	2
0.345	0.229	0.191	0.248	0.337	0.129	2
0.174	0.204	0.241	0.229	0.344	0.169	2
0.253	0.195	0.251	0.195	0.339	0.195	2
0.289	0.207	0.188	0.306	0.332	0.258	2
0.232	0.241	0.236	0.199	0.334	0.235	2
0.324	0.072	0.351	0.434	0.125	0.182	2
0.318	0.059	0.279	0.321	0.148	0.178	2
0.216	0.015	0.259	0.075	0.193	0.201	2
0.142	0.057	0.137	0.114	0.126	0.188	2
0.281	0.25	0.233	0.202	0.14	0.185	2
0.144	0.136	0.294	0.222	0.113	0.171	2
0.217	0.209	0.193	0.296	0.148	0.129	2
0.183	0.22	0.193	0.318	0.232	0.134	2
0.4	0.166	0.302	0.185	0.219	0.133	2
0.147	0.265	0.22	0.343	0.177	0.145	2
0.191	0.251	0.242	0.213	0.176	0.302	2
0.309	0.279	0.177	0.341	0.227	0.14	2
0.345	0.005	0.116	0.228	0.378	0.399	1
0.319	0.124	0.535	0.355	0.14	0.294	1
0.11	0.176	0.077	0.093	0.033	0.097	1
0.21	0.153	0.317	0.337	0.124	0.042	1
0.115	0.103	0.144	0.11	0.196	0.304	1
0.185	0.238	0.358	0.18	0.278	0.205	1
0.435	0.17	0.544	0.265	0.178	0.387	1
0.138	0.197	0.234	0.352	0.472	0.256	1
0.119	0.137	0.277	0.283	0.314	0.194	1
0.111	0.175	0.262	0.299	0.375	0.213	1
0.173	0.146	0.141	0.155	0.347	0.226	1
0.31	0.29	0.26	0.149	0.442	0.316	1
0.132	0.116	0.233	0.178	0.327	0.133	1
0.168	0.149	0.187	0.269	0.315	0.228	1
0.134	0.041	0.214	0.12	0.127	0.207	1
0.329	0.274	0.309	0.305	0.033	0.182	1
0.303	0.023	0.263	0.112	0.073	0.14	1
0.104	0.22	0.199	0.18	0.219	0.206	1
0.3	0.169	0.242	0.126	0.112	0.307	1
0.298	0.272	0.182	0.22	0.108	0.19	1
0.187	0.234	0.133	0.168	0.142	0.232	1
0.034	0.454	0.264	0.348	0.107	0.329	4
0.474	0.088	0.274	0.316	0.102	0.272	4
0.085	0.0	0.195	0.135	0.005	0.141	4
0.304	0.194	0.288	0.11	0.167	0.305	4
0.231	0.268	0.114	0.197	0.178	0.342	4
0.377	0.103	0.443	0.25	0.164	0.379	4
0.226	0.175	0.262	0.16	0.231	0.463	4
0.304	0.113	0.347	0.25	0.364	0.373	4
0.247	0.312	0.31	0.122	0.105	0.318	4
0.184	0.317	0.244	0.287	0.098	0.213	4
0.325	0.145	0.222	0.114	0.116	0.392	4
0.218	0.155	0.171	0.186	0.175	0.325	4
0.258	0.332	0.324	0.108	0.293	0.431	4
0.273	0.163	0.312	0.18	0.119	0.374	4
0.181	0.251	0.357	0.218	0.171	0.316	4
0.263	0.127	0.205	0.181	0.129	0.271	4
0.083	0.084	0.287	0.276	0.143	0.388	4
0.169	0.164	0.183	0.174	0.149	0.218	4
0.288	0.772	0.282	0.355	0.438	0.118	4
0.158	0.67	0.175	0.516	0.401	0.442	4
0.161	0.485	0.126	0.218	0.132	0.344	4
0.186	0.357	0.113	0.139	0.19	0.403	4
0.258	0.315	0.254	0.204	0.224	0.167	4
0.233	0.09	0.236	0.173	0.197	0.329	4
0.146	0.245	0.112	0.124	0.208	0.316	4
0.149	0.376	0.164	0.211	0.127	0.279	4
0.247	0.449	0.183	0.151	0.24	0.345	4
0.275	0.456	0.321	0.191	0.167	0.392	4
0.326	0.414	0.214	0.199	0.126	0.381	4
0.213	0.415	0.163	0.218	0.18	0.321	4
0.251	0.418	0.371	0.144	0.215	0.417	4
0.233	0.538	0.268	0.225	0.168	0.417	4
0.209	0.424	0.267	0.201	0.167	0.327	4
0.253	0.377	0.36	0.241	0.227	0.46	4
0.308	0.508	0.309	0.253	0.17	0.359	4
0.303	0.149	0.349	0.239	0.172	0.128	4
0.042	0.028	0.173	0.307	0.1	0.145	4
0.135	0.014	0.217	0.349	0.46	0.151	4
0.253	0.0	0.138	0.144	0.091	0.198	4
0.026	0.086	0.26	0.304	0.318	0.199	4
0.158	0.074	0.224	0.313	0.512	0.295	4
0.229	0.096	0.213	0.418	0.327	0.125	4
0.158	0.019	0.183	0.27	0.31	0.393	4
0.198	0.118	0.216	0.254	0.419	0.355	4
0.411	0.084	0.165	0.249	0.363	0.264	4
0.337	0.147	0.119	0.112	0.468	0.277	4
0.226	0.115	0.116	0.227	0.241	0.161	4
0.312	0.132	0.341	0.272	0.35	0.187	4
0.191	0.189	0.174	0.195	0.306	0.281	4
0.417	0.174	0.282	0.164	0.275	0.314	4
0.283	0.092	0.218	0.219	0.302	0.19	4
0.219	0.191	0.248	0.22	0.305	0.224	4
0.239	0.347	0.368	0.184	0.212	0.358	4
0.191	0.198	0.215	0.345	0.4	0.352	4
0.275	0.121	0.193	0.278	0.363	0.241	4
0.204	0.133	0.195	0.211	0.269	0.332	4
0.247	0.112	0.247	0.184	0.283	0.15	4
0.312	0.213	0.194	0.244	0.413	0.203	4
0.208	0.121	0.068	0.149	0.294	0.311	4
0.318	0.171	0.156	0.225	0.309	0.425	4
0.27	0.279	0.291	0.332	0.323	0.376	4
0.229	0.164	0.263	0.19	0.287	0.297	4
0.251	0.166	0.22	0.168	0.31	0.236	4
0.25	0.138	0.313	0.168	0.274	0.416	4
0.155	0.122	0.118	0.229	0.298	0.352	4
0.228	0.198	0.212	0.183	0.29	0.317	4
0.219	0.153	0.271	0.162	0.307	0.275	4
0.293	0.12	0.27	0.139	0.222	0.356	4
0.27	0.133	0.224	0.19	0.327	0.208	4
0.265	0.177	0.268	0.21	0.36	0.24	4
0.214	0.192	0.269	0.166	0.3	0.307	4
0.23	0.164	0.167	0.231	0.321	0.407	4
0.277	0.165	0.317	0.292	0.416	0.376	4
0.182	0.244	0.322	0.146	0.387	0.281	4
0.215	0.185	0.306	0.254	0.16	0.358	4
0.341	0.291	0.467	0.202	0.055	0.361	4
0.366	0.316	0.27	0.096	0.104	0.371	4
0.17	0.342	0.274	0.175	0.187	0.364	4
0.251	0.269	0.364	0.216	0.123	0.384	4
0.274	0.303	0.16	0.123	0.149	0.272	4
0.216	0.31	0.371	0.215	0.166	0.317	4
0.305	0.086	0.359	0.106	0.056	0.305	3
0.161	0.194	0.295	0.138	0.088	0.137	3
0.212	0.267	0.161	0.08	0.199	0.292	3
0.091	0.12	0.303	0.16	0.094	0.221	3
0.235	0.191	0.298	0.176	0.113	0.267	3
0.279	0.119	0.239	0.137	0.121	0.176	3
0.25	0.122	0.221	0.146	0.158	0.288	3
0.199	0.321	0.156	0.255	0.103	0.252	3
0.169	0.116	0.116	0.112	0.217	0.223	3
0.186	0.113	0.212	0.157	0.216	0.31	3
0.21	0.134	0.169	0.144	0.218	0.245	3
0.149	0.211	0.205	0.193	0.124	0.129	3
0.214	0.308	0.118	0.205	0.101	0.18	3
0.254	0.224	0.175	0.113	0.124	0.142	3
0.106	0.424	0.185	0.12	0.165	0.361	3
0.213	0.432	0.19	0.13	0.216	0.14	3
0.157	0.284	0.187	0.206	0.104	0.132	3
0.166	0.382	0.108	0.23	0.152	0.367	3
0.163	0.324	0.134	0.117	0.165	0.293	3
0.202	0.41	0.197	0.202	0.171	0.39	3
0.144	0.395	0.249	0.262	0.17	0.301	3
0.207	0.457	0.161	0.112	0.092	0.403	3
0.24	0.513	0.239	0.198	0.124	0.416	3
0.232	0.455	0.274	0.209	0.204	0.316	3
0.29	0.0	0.271	0.363	0.154	0.177	3
0.226	0.148	0.234	0.427	0.382	0.249	3
0.328	0.149	0.173	0.277	0.328	0.122	3
0.245	0.105	0.214	0.173	0.35	0.264	3
0.14	0.013	0.238	0.222	0.313	0.17	3
0.198	0.106	0.211	0.239	0.371	0.209	3
0.232	0.118	0.17	0.215	0.321	0.142	3
0.166	0.22	0.214	0.195	0.29	0.213	3
0.257	0.159	0.272	0.229	0.432	0.273	3
0.202	0.352	0.161	0.097	0.003	0.148	3
0.266	0.028	0.258	0.287	0.083	0.274	3
0.266	0.253	0.189	0.274	0.097	0.177	3
0.366	0.185	0.287	0.191	0.168	0.231	3
0.126	0.2	0.117	0.231	0.099	0.223	3
0.206	0.158	0.216	0.182	0.11	0.141	3
0.175	0.217	0.124	0.233	0.164	0.12	3
0.215	0.226	0.218	0.285	0.161	0.305	3
0.429	0.381	0.598	0.446	0.121	0.601	2
0.298	0.194	0.359	0.104	0.362	0.411	2
0.094	0.231	0.438	0.254	0.401	0.222	2
0.087	0.198	0.37	0.152	0.144	0.42	2
0.18	0.025	0.268	0.155	0.162	0.218	2
0.155	0.101	0.22	0.155	0.194	0.186	2
0.216	0.108	0.285	0.199	0.105	0.3	2
0.175	0.115	0.309	0.115	0.229	0.205	2
0.267	0.119	0.263	0.176	0.135	0.212	2
0.233	0.156	0.221	0.22	0.182	0.222	2
0.193	0.099	0.289	0.123	0.135	0.115	2
0.151	0.069	0.241	0.166	0.206	0.159	2
0.198	0.133	0.308	0.13	0.097	0.135	2
0.258	0.176	0.298	0.154	0.279	0.269	2
0.27	0.381	0.257	0.152	0.168	0.328	2
0.188	0.404	0.22	0.1	0.183	0.382	2
0.173	0.368	0.167	0.174	0.205	0.388	2
0.397	0.055	0.557	0.404	0.252	0.316	2
0.166	0.051	0.135	0.26	0.382	0.257	2
0.217	0.153	0.111	0.298	0.468	0.266	2
0.145	0.093	0.26	0.186	0.302	0.227	2
0.178	0.21	0.387	0.243	0.321	0.187	2
0.326	0.208	0.173	0.235	0.317	0.108	2
0.173	0.178	0.221	0.215	0.31	0.146	2
0.239	0.168	0.231	0.191	0.316	0.166	2
0.277	0.181	0.166	0.275	0.31	0.238	2
0.216	0.214	0.208	0.193	0.322	0.222	2
0.298	0.042	0.34	0.403	0.092	0.166	2
0.294	0.034	0.261	0.313	0.124	0.149	2
0.19	0.0	0.242	0.06	0.176	0.174	2
0.122	0.028	0.119	0.096	0.12	0.168	2
0.273	0.235	0.206	0.196	0.11	0.151	2
0.125	0.104	0.26	0.219	0.092	0.156	2
0.203	0.177	0.171	0.278	0.126	0.113	2
0.162	0.185	0.162	0.293	0.198	0.1	2
0.204	0.191	0.267	0.278	0.132	0.123	2
0.368	0.153	0.287	0.168	0.209	0.129	2
0.118	0.24	0.191	0.325	0.161	0.118	2
0.165	0.226	0.215	0.193	0.145	0.274	2
0.289	0.268	0.17	0.315	0.213	0.136	2
0.324	0.0	0.08	0.202	0.358	0.377	1
0.312	0.113	0.517	0.336	0.129	0.269	1
0.092	0.145	0.068	0.073	0.017	0.077	1
0.195	0.129	0.294	0.324	0.105	0.019	1
0.089	0.094	0.106	0.095	0.179	0.272	1
0.161	0.219	0.346	0.153	0.248	0.181	1
0.4	0.152	0.524	0.252	0.16	0.356	1
0.118	0.174	0.225	0.334	0.454	0.236	1
0.101	0.125	0.256	0.247	0.308	0.186	1
0.095	0.173	0.237	0.268	0.371	0.205	1
0.164	0.121	0.118	0.125	0.34	0.203	1
0.288	0.251	0.246	0.122	0.421	0.293	1
0.124	0.097	0.225	0.166	0.306	0.115	1
0.147	0.121	0.178	0.248	0.298	0.205	1
0.122	0.017	0.19	0.102	0.105	0.183	1
0.306	0.243	0.291	0.271	0.012	0.164	1
0.284	0.008	0.244	0.103	0.056	0.119	1
0.087	0.2	0.172	0.163	0.195	0.195	1
0.272	0.149	0.217	0.104	0.086	0.284	1
0.286	0.244	0.164	0.21	0.1	0.178	1
0.151	0.213	0.113	0.141	0.14	0.2	1
0.045	0.453	0.267	0.343	0.107	0.34	4
0.487	0.086	0.269	0.318	0.109	0.282	4
